response,context,context/0,context/1,context/2,context/3,context/4,context/5
"zaroor, mujhe bitayen","agar aap ne abhi abhi haamla honay ki koshish shuru ki hai, to chand cheeze aisi hain jo aap ke hamal mein madad kar sakti hain aur aik bohat ahem baat yeh hai ke aap apne sab se ziyada zarkhaiz dinon mein sexjinsi milap karen. kya aap un dinon ko janna chahtay hain jin mein aap ke hamal ke imkanaat ziyada hotay hain ?",1 saal ya is se kam,aap ko haamla honay ki koshish shuru kiye hue kitna arsa ho gaya hai ?,mein haamla honay ke qabil nahi hon. mujhe madad ki zaroorat hai .,aap ko aisa kyun lagta hai ?,mujhe pareshani mehsoos horahi hai .,hello! aaj aap kaisa mehsoos kar rahay hain ?
haamla honay ka sahih waqt talaash karne ke liye har baar apne mahvari ka naqsha banana zaroori hai. ovulation ka dorania aam tor par pichlle mahvari ke 12 se 16 din ke darmiyan hota hai aur ovulation se 4 se 5 din pehlay aap ki sab se ziyada zarkhaiz khirki hoti hai. beza daani ka dorania har aurat ke liye mukhtalif hota hai aur musalsal 3 se 4 adwaar tak apne beza daani ke chakkar ki nigrani aur usay note karne se aap ko aik acha andaza hoga. un dinon jinsi taluqaat hamal ke imkanaat ko bohat ziyada margin se barha satke hain. kya aap apni zarkhaiz khirki par sex kar rahay hain lekin phir bhi haamla nahi hue ?,"zaroor, mujhe bitayen","agar aap ne abhi abhi haamla honay ki koshish shuru ki hai, to chand cheeze aisi hain jo aap ke hamal mein madad kar sakti hain aur aik bohat ahem baat yeh hai ke aap apne sab se ziyada zarkhaiz dinon mein sexjinsi milap karen. kya aap un dinon ko janna chahtay hain jin mein aap ke hamal ke imkanaat ziyada hotay hain ?",1 saal ya is se kam,aap ko haamla honay ki koshish shuru kiye hue kitna arsa ho gaya hai ?,mein haamla honay ke qabil nahi hon. mujhe madad ki zaroorat hai .,aap ko aisa kyun lagta hai ?,mujhe pareshani mehsoos horahi hai .
mein apne zarkhaizfertile dinon ka hisaab kaisay rakh sakti hon ?,haamla honay ka sahih waqt talaash karne ke liye har baar apne mahvari ka naqsha banana zaroori hai. ovulation ka dorania aam tor par pichlle mahvari ke 12 se 16 din ke darmiyan hota hai aur ovulation se 4 se 5 din pehlay aap ki sab se ziyada zarkhaiz khirki hoti hai. beza daani ka dorania har aurat ke liye mukhtalif hota hai aur musalsal 3 se 4 adwaar tak apne beza daani ke chakkar ki nigrani aur usay note karne se aap ko aik acha andaza hoga. un dinon jinsi taluqaat hamal ke imkanaat ko bohat ziyada margin se barha satke hain. kya aap apni zarkhaiz khirki par sex kar rahay hain lekin phir bhi haamla nahi hue ?,"zaroor, mujhe bitayen","agar aap ne abhi abhi haamla honay ki koshish shuru ki hai, to chand cheeze aisi hain jo aap ke hamal mein madad kar sakti hain aur aik bohat ahem baat yeh hai ke aap apne sab se ziyada zarkhaiz dinon mein sexjinsi milap karen. kya aap un dinon ko janna chahtay hain jin mein aap ke hamal ke imkanaat ziyada hotay hain ?",1 saal ya is se kam,aap ko haamla honay ki koshish shuru kiye hue kitna arsa ho gaya hai ?,mein haamla honay ke qabil nahi hon. mujhe madad ki zaroorat hai .,aap ko aisa kyun lagta hai ?
helloclue. com  naami app ke zariye aap apne zarkhaiz dinon ki jaanch kar satke hain. yeh play store par dastyab hai. app ka fori link yeh hai :  https:helloclue.com,mein apne zarkhaizfertile dinon ka hisaab kaisay rakh sakti hon ?,haamla honay ka sahih waqt talaash karne ke liye har baar apne mahvari ka naqsha banana zaroori hai. ovulation ka dorania aam tor par pichlle mahvari ke 12 se 16 din ke darmiyan hota hai aur ovulation se 4 se 5 din pehlay aap ki sab se ziyada zarkhaiz khirki hoti hai. beza daani ka dorania har aurat ke liye mukhtalif hota hai aur musalsal 3 se 4 adwaar tak apne beza daani ke chakkar ki nigrani aur usay note karne se aap ko aik acha andaza hoga. un dinon jinsi taluqaat hamal ke imkanaat ko bohat ziyada margin se barha satke hain. kya aap apni zarkhaiz khirki par sex kar rahay hain lekin phir bhi haamla nahi hue ?,"zaroor, mujhe bitayen","agar aap ne abhi abhi haamla honay ki koshish shuru ki hai, to chand cheeze aisi hain jo aap ke hamal mein madad kar sakti hain aur aik bohat ahem baat yeh hai ke aap apne sab se ziyada zarkhaiz dinon mein sexjinsi milap karen. kya aap un dinon ko janna chahtay hain jin mein aap ke hamal ke imkanaat ziyada hotay hain ?",1 saal ya is se kam,aap ko haamla honay ki koshish shuru kiye hue kitna arsa ho gaya hai ?,mein haamla honay ke qabil nahi hon. mujhe madad ki zaroorat hai .
mein un dinon sexjinsi milaap kar rahi hon lekin phir bhi haamla honay se qassar hon .,helloclue. com  naami app ke zariye aap apne zarkhaiz dinon ki jaanch kar satke hain. yeh play store par dastyab hai. app ka fori link yeh hai :  https:helloclue.com,mein apne zarkhaizfertile dinon ka hisaab kaisay rakh sakti hon ?,haamla honay ka sahih waqt talaash karne ke liye har baar apne mahvari ka naqsha banana zaroori hai. ovulation ka dorania aam tor par pichlle mahvari ke 12 se 16 din ke darmiyan hota hai aur ovulation se 4 se 5 din pehlay aap ki sab se ziyada zarkhaiz khirki hoti hai. beza daani ka dorania har aurat ke liye mukhtalif hota hai aur musalsal 3 se 4 adwaar tak apne beza daani ke chakkar ki nigrani aur usay note karne se aap ko aik acha andaza hoga. un dinon jinsi taluqaat hamal ke imkanaat ko bohat ziyada margin se barha satke hain. kya aap apni zarkhaiz khirki par sex kar rahay hain lekin phir bhi haamla nahi hue ?,"zaroor, mujhe bitayen","agar aap ne abhi abhi haamla honay ki koshish shuru ki hai, to chand cheeze aisi hain jo aap ke hamal mein madad kar sakti hain aur aik bohat ahem baat yeh hai ke aap apne sab se ziyada zarkhaiz dinon mein sexjinsi milap karen. kya aap un dinon ko janna chahtay hain jin mein aap ke hamal ke imkanaat ziyada hotay hain ?",1 saal ya is se kam,aap ko haamla honay ki koshish shuru kiye hue kitna arsa ho gaya hai ?
"agar aap pehlay hi apne zarkhaiz dinon mein jinsi taluqaat qaim kar rahay hain, to chand nakaat hain jo aap ke hamal mein rukawat ban satke hain. un mein sharaab aur tambaku noshi se chhutkara haasil karna, jismani wazan ko mamool par rakhna shaamil hai, is ke ilawa, aap sehat mand khana khanay aur qabal az paidaiesh vitamins lainay ki koshish kar satke hain .",mein un dinon sexjinsi milaap kar rahi hon lekin phir bhi haamla honay se qassar hon .,helloclue. com  naami app ke zariye aap apne zarkhaiz dinon ki jaanch kar satke hain. yeh play store par dastyab hai. app ka fori link yeh hai :  https:helloclue.com,mein apne zarkhaizfertile dinon ka hisaab kaisay rakh sakti hon ?,haamla honay ka sahih waqt talaash karne ke liye har baar apne mahvari ka naqsha banana zaroori hai. ovulation ka dorania aam tor par pichlle mahvari ke 12 se 16 din ke darmiyan hota hai aur ovulation se 4 se 5 din pehlay aap ki sab se ziyada zarkhaiz khirki hoti hai. beza daani ka dorania har aurat ke liye mukhtalif hota hai aur musalsal 3 se 4 adwaar tak apne beza daani ke chakkar ki nigrani aur usay note karne se aap ko aik acha andaza hoga. un dinon jinsi taluqaat hamal ke imkanaat ko bohat ziyada margin se barha satke hain. kya aap apni zarkhaiz khirki par sex kar rahay hain lekin phir bhi haamla nahi hue ?,"zaroor, mujhe bitayen","agar aap ne abhi abhi haamla honay ki koshish shuru ki hai, to chand cheeze aisi hain jo aap ke hamal mein madad kar sakti hain aur aik bohat ahem baat yeh hai ke aap apne sab se ziyada zarkhaiz dinon mein sexjinsi milap karen. kya aap un dinon ko janna chahtay hain jin mein aap ke hamal ke imkanaat ziyada hotay hain ?",1 saal ya is se kam
mein aam wazan ko barqarar rakhnay ke baray mein mazeed janna chahta hon .,"agar aap pehlay hi apne zarkhaiz dinon mein jinsi taluqaat qaim kar rahay hain, to chand nakaat hain jo aap ke hamal mein rukawat ban satke hain. un mein sharaab aur tambaku noshi se chhutkara haasil karna, jismani wazan ko mamool par rakhna shaamil hai, is ke ilawa, aap sehat mand khana khanay aur qabal az paidaiesh vitamins lainay ki koshish kar satke hain .",mein un dinon sexjinsi milaap kar rahi hon lekin phir bhi haamla honay se qassar hon .,helloclue. com  naami app ke zariye aap apne zarkhaiz dinon ki jaanch kar satke hain. yeh play store par dastyab hai. app ka fori link yeh hai :  https:helloclue.com,mein apne zarkhaizfertile dinon ka hisaab kaisay rakh sakti hon ?,haamla honay ka sahih waqt talaash karne ke liye har baar apne mahvari ka naqsha banana zaroori hai. ovulation ka dorania aam tor par pichlle mahvari ke 12 se 16 din ke darmiyan hota hai aur ovulation se 4 se 5 din pehlay aap ki sab se ziyada zarkhaiz khirki hoti hai. beza daani ka dorania har aurat ke liye mukhtalif hota hai aur musalsal 3 se 4 adwaar tak apne beza daani ke chakkar ki nigrani aur usay note karne se aap ko aik acha andaza hoga. un dinon jinsi taluqaat hamal ke imkanaat ko bohat ziyada margin se barha satke hain. kya aap apni zarkhaiz khirki par sex kar rahay hain lekin phir bhi haamla nahi hue ?,"zaroor, mujhe bitayen","agar aap ne abhi abhi haamla honay ki koshish shuru ki hai, to chand cheeze aisi hain jo aap ke hamal mein madad kar sakti hain aur aik bohat ahem baat yeh hai ke aap apne sab se ziyada zarkhaiz dinon mein sexjinsi milap karen. kya aap un dinon ko janna chahtay hain jin mein aap ke hamal ke imkanaat ziyada hotay hain ?"
aam jismani wazan ko barqarar rakhnay se hamal mein madad miley gi chahay aap ke paas pcod ho .,mein aam wazan ko barqarar rakhnay ke baray mein mazeed janna chahta hon .,"agar aap pehlay hi apne zarkhaiz dinon mein jinsi taluqaat qaim kar rahay hain, to chand nakaat hain jo aap ke hamal mein rukawat ban satke hain. un mein sharaab aur tambaku noshi se chhutkara haasil karna, jismani wazan ko mamool par rakhna shaamil hai, is ke ilawa, aap sehat mand khana khanay aur qabal az paidaiesh vitamins lainay ki koshish kar satke hain .",mein un dinon sexjinsi milaap kar rahi hon lekin phir bhi haamla honay se qassar hon .,helloclue. com  naami app ke zariye aap apne zarkhaiz dinon ki jaanch kar satke hain. yeh play store par dastyab hai. app ka fori link yeh hai :  https:helloclue.com,mein apne zarkhaizfertile dinon ka hisaab kaisay rakh sakti hon ?,haamla honay ka sahih waqt talaash karne ke liye har baar apne mahvari ka naqsha banana zaroori hai. ovulation ka dorania aam tor par pichlle mahvari ke 12 se 16 din ke darmiyan hota hai aur ovulation se 4 se 5 din pehlay aap ki sab se ziyada zarkhaiz khirki hoti hai. beza daani ka dorania har aurat ke liye mukhtalif hota hai aur musalsal 3 se 4 adwaar tak apne beza daani ke chakkar ki nigrani aur usay note karne se aap ko aik acha andaza hoga. un dinon jinsi taluqaat hamal ke imkanaat ko bohat ziyada margin se barha satke hain. kya aap apni zarkhaiz khirki par sex kar rahay hain lekin phir bhi haamla nahi hue ?,"zaroor, mujhe bitayen"
2 saal se ziyada,aam jismani wazan ko barqarar rakhnay se hamal mein madad miley gi chahay aap ke paas pcod ho .,mein aam wazan ko barqarar rakhnay ke baray mein mazeed janna chahta hon .,"agar aap pehlay hi apne zarkhaiz dinon mein jinsi taluqaat qaim kar rahay hain, to chand nakaat hain jo aap ke hamal mein rukawat ban satke hain. un mein sharaab aur tambaku noshi se chhutkara haasil karna, jismani wazan ko mamool par rakhna shaamil hai, is ke ilawa, aap sehat mand khana khanay aur qabal az paidaiesh vitamins lainay ki koshish kar satke hain .",mein un dinon sexjinsi milaap kar rahi hon lekin phir bhi haamla honay se qassar hon .,helloclue. com  naami app ke zariye aap apne zarkhaiz dinon ki jaanch kar satke hain. yeh play store par dastyab hai. app ka fori link yeh hai :  https:helloclue.com,mein apne zarkhaizfertile dinon ka hisaab kaisay rakh sakti hon ?,haamla honay ka sahih waqt talaash karne ke liye har baar apne mahvari ka naqsha banana zaroori hai. ovulation ka dorania aam tor par pichlle mahvari ke 12 se 16 din ke darmiyan hota hai aur ovulation se 4 se 5 din pehlay aap ki sab se ziyada zarkhaiz khirki hoti hai. beza daani ka dorania har aurat ke liye mukhtalif hota hai aur musalsal 3 se 4 adwaar tak apne beza daani ke chakkar ki nigrani aur usay note karne se aap ko aik acha andaza hoga. un dinon jinsi taluqaat hamal ke imkanaat ko bohat ziyada margin se barha satke hain. kya aap apni zarkhaiz khirki par sex kar rahay hain lekin phir bhi haamla nahi hue ?
"agar aap taweel arsay se koshish kar rahay hain aur phir bhi haamla nahi hue hain, to aap ko ya aap ke saathi ko zarkhaizifertlity ke masail ho satke hain. masla kya hai yeh jannay ke liye aap dono ko kuch test karwanay ki zaroorat hai. mardon ke liye jismani muaina aur sperm test kya jaye ga . khawateen ke liye jismani muaina, ultrasaond test, xray, khoon ka test, urine test aur laproscopy karai jaye gi taakay zarkhaizi ke masail maloom hon . tashkhees ke baad, aap mutaliqa zarkhaizi ke ilaaj ke liye ja satke hain .",2 saal se ziyada,aam jismani wazan ko barqarar rakhnay se hamal mein madad miley gi chahay aap ke paas pcod ho .,mein aam wazan ko barqarar rakhnay ke baray mein mazeed janna chahta hon .,"agar aap pehlay hi apne zarkhaiz dinon mein jinsi taluqaat qaim kar rahay hain, to chand nakaat hain jo aap ke hamal mein rukawat ban satke hain. un mein sharaab aur tambaku noshi se chhutkara haasil karna, jismani wazan ko mamool par rakhna shaamil hai, is ke ilawa, aap sehat mand khana khanay aur qabal az paidaiesh vitamins lainay ki koshish kar satke hain .",mein un dinon sexjinsi milaap kar rahi hon lekin phir bhi haamla honay se qassar hon .,helloclue. com  naami app ke zariye aap apne zarkhaiz dinon ki jaanch kar satke hain. yeh play store par dastyab hai. app ka fori link yeh hai :  https:helloclue.com,mein apne zarkhaizfertile dinon ka hisaab kaisay rakh sakti hon ?
mardon ko banjh pan ke masail kis qisam ke hotay hain ?,"agar aap taweel arsay se koshish kar rahay hain aur phir bhi haamla nahi hue hain, to aap ko ya aap ke saathi ko zarkhaizifertlity ke masail ho satke hain. masla kya hai yeh jannay ke liye aap dono ko kuch test karwanay ki zaroorat hai. mardon ke liye jismani muaina aur sperm test kya jaye ga . khawateen ke liye jismani muaina, ultrasaond test, xray, khoon ka test, urine test aur laproscopy karai jaye gi taakay zarkhaizi ke masail maloom hon . tashkhees ke baad, aap mutaliqa zarkhaizi ke ilaaj ke liye ja satke hain .",2 saal se ziyada,aam jismani wazan ko barqarar rakhnay se hamal mein madad miley gi chahay aap ke paas pcod ho .,mein aam wazan ko barqarar rakhnay ke baray mein mazeed janna chahta hon .,"agar aap pehlay hi apne zarkhaiz dinon mein jinsi taluqaat qaim kar rahay hain, to chand nakaat hain jo aap ke hamal mein rukawat ban satke hain. un mein sharaab aur tambaku noshi se chhutkara haasil karna, jismani wazan ko mamool par rakhna shaamil hai, is ke ilawa, aap sehat mand khana khanay aur qabal az paidaiesh vitamins lainay ki koshish kar satke hain .",mein un dinon sexjinsi milaap kar rahi hon lekin phir bhi haamla honay se qassar hon .,helloclue. com  naami app ke zariye aap apne zarkhaiz dinon ki jaanch kar satke hain. yeh play store par dastyab hai. app ka fori link yeh hai :  https:helloclue.com
"mardana banjh pan ke masail sperm ki kam tadaad ya naqal o harkat, toleedi aaza mein infection ya hormonal Adam tawazun ki wajah se ho satke hain. mardana banjh pan ke ziyada tar masail tanao, wazan, sharaab noshi aur cigrette noshi se jurey hue hain .",mardon ko banjh pan ke masail kis qisam ke hotay hain ?,"agar aap taweel arsay se koshish kar rahay hain aur phir bhi haamla nahi hue hain, to aap ko ya aap ke saathi ko zarkhaizifertlity ke masail ho satke hain. masla kya hai yeh jannay ke liye aap dono ko kuch test karwanay ki zaroorat hai. mardon ke liye jismani muaina aur sperm test kya jaye ga . khawateen ke liye jismani muaina, ultrasaond test, xray, khoon ka test, urine test aur laproscopy karai jaye gi taakay zarkhaizi ke masail maloom hon . tashkhees ke baad, aap mutaliqa zarkhaizi ke ilaaj ke liye ja satke hain .",2 saal se ziyada,aam jismani wazan ko barqarar rakhnay se hamal mein madad miley gi chahay aap ke paas pcod ho .,mein aam wazan ko barqarar rakhnay ke baray mein mazeed janna chahta hon .,"agar aap pehlay hi apne zarkhaiz dinon mein jinsi taluqaat qaim kar rahay hain, to chand nakaat hain jo aap ke hamal mein rukawat ban satke hain. un mein sharaab aur tambaku noshi se chhutkara haasil karna, jismani wazan ko mamool par rakhna shaamil hai, is ke ilawa, aap sehat mand khana khanay aur qabal az paidaiesh vitamins lainay ki koshish kar satke hain .",mein un dinon sexjinsi milaap kar rahi hon lekin phir bhi haamla honay se qassar hon .
khawateen mein banjh pan ke kis qisam ke masail hotay hain ?,"mardana banjh pan ke masail sperm ki kam tadaad ya naqal o harkat, toleedi aaza mein infection ya hormonal Adam tawazun ki wajah se ho satke hain. mardana banjh pan ke ziyada tar masail tanao, wazan, sharaab noshi aur cigrette noshi se jurey hue hain .",mardon ko banjh pan ke masail kis qisam ke hotay hain ?,"agar aap taweel arsay se koshish kar rahay hain aur phir bhi haamla nahi hue hain, to aap ko ya aap ke saathi ko zarkhaizifertlity ke masail ho satke hain. masla kya hai yeh jannay ke liye aap dono ko kuch test karwanay ki zaroorat hai. mardon ke liye jismani muaina aur sperm test kya jaye ga . khawateen ke liye jismani muaina, ultrasaond test, xray, khoon ka test, urine test aur laproscopy karai jaye gi taakay zarkhaizi ke masail maloom hon . tashkhees ke baad, aap mutaliqa zarkhaizi ke ilaaj ke liye ja satke hain .",2 saal se ziyada,aam jismani wazan ko barqarar rakhnay se hamal mein madad miley gi chahay aap ke paas pcod ho .,mein aam wazan ko barqarar rakhnay ke baray mein mazeed janna chahta hon .,"agar aap pehlay hi apne zarkhaiz dinon mein jinsi taluqaat qaim kar rahay hain, to chand nakaat hain jo aap ke hamal mein rukawat ban satke hain. un mein sharaab aur tambaku noshi se chhutkara haasil karna, jismani wazan ko mamool par rakhna shaamil hai, is ke ilawa, aap sehat mand khana khanay aur qabal az paidaiesh vitamins lainay ki koshish kar satke hain ."
"banjh pan ke bohat se masail hain jin mein endometriosis, fibroids, psod, aur nali ki rukawat shaamil hain .",khawateen mein banjh pan ke kis qisam ke masail hotay hain ?,"mardana banjh pan ke masail sperm ki kam tadaad ya naqal o harkat, toleedi aaza mein infection ya hormonal Adam tawazun ki wajah se ho satke hain. mardana banjh pan ke ziyada tar masail tanao, wazan, sharaab noshi aur cigrette noshi se jurey hue hain .",mardon ko banjh pan ke masail kis qisam ke hotay hain ?,"agar aap taweel arsay se koshish kar rahay hain aur phir bhi haamla nahi hue hain, to aap ko ya aap ke saathi ko zarkhaizifertlity ke masail ho satke hain. masla kya hai yeh jannay ke liye aap dono ko kuch test karwanay ki zaroorat hai. mardon ke liye jismani muaina aur sperm test kya jaye ga . khawateen ke liye jismani muaina, ultrasaond test, xray, khoon ka test, urine test aur laproscopy karai jaye gi taakay zarkhaizi ke masail maloom hon . tashkhees ke baad, aap mutaliqa zarkhaizi ke ilaaj ke liye ja satke hain .",2 saal se ziyada,aam jismani wazan ko barqarar rakhnay se hamal mein madad miley gi chahay aap ke paas pcod ho .,mein aam wazan ko barqarar rakhnay ke baray mein mazeed janna chahta hon .
